"Credentials JSON","Acreditări JSON",module,Amazon_Core
"Allowed Return URLs","Adrese URL de returnare permise",module,Amazon_Core
"Enable Amazon Pay","Activați Amazon Pay",module,Amazon_Core
"Updating your config with new keys, please wait...","Se actualizează configurația cu chei noi, așteptați...",module,Amazon_Core
"Euro Region","Regiunea Euro",module,Amazon_Core
"Amazon Pay Logo","Logo Amazon Pay",module,Amazon_Core
"No Simulation","Fără simulare",module,Amazon_Core
"IPN URL","URL IPN",module,Amazon_Core
"Payment Region","Regiunea de plată",module,Amazon_Core
"Instant Payment Notifications","Notificări de plată instantanee",module,Amazon_Core
"Access Key Id","Id. cheie de acces",module,Amazon_Core
"Button Size","Dimensiune buton",module,Amazon_Core
"Save Credentials","Salvați acreditările",module,Amazon_Core
Immediate,Imediat,module,Amazon_Core
"Login / Pay","Login / Pay",module,Amazon_Core
"Sales Options","Opțiuni de vânzare",module,Amazon_Core
"United States","Statele Unite",module,Amazon_Core
"Authorization soft decline","Refuz ușor de autorizare",module,Amazon_Core
"An unsupported currency is currently selected. Please review our configuration guide.","Momentan este selectată o monedă neacceptată. Vă rugăm să consultați ghidul nostru de configurare.",module,Amazon_Core
"Update Mechanism","Mecanism de actualizare",module,Amazon_Core
"Merchant Id","ID-ul de comerciant",module,Amazon_Core
Automatic,Automat,module,Amazon_Core
"Credential fields successfully updated and being saved.","Câmpurile de acreditări au fost actualizate și salvate.",module,Amazon_Core
Japan,Japonia,module,Amazon_Core
"Show Amazon Pay button in minicart","Afișați butonul Amazon Pay în minicărucior",module,Amazon_Core
"Login and Pay with Amazon is now enabled.","Conectați-vă și plătiți cu Amazon este acum activat.",module,Amazon_Core
"Authorization timed out","Autorizarea a expirat",module,Amazon_Core
"Enable Login with Amazon","Activați Conectarea cu Amazon",module,Amazon_Core
"If enabled, Amazon Pay is presented as an option in the list of available payment methods during the final step of checkout.","Dacă este activat, Amazon Pay este prezentat ca o opțiune în lista metodelor de plată disponibile în timpul pasului final al plății.",module,Amazon_Core
--,--,module,Amazon_Core
"Use Multi-currency","Utilizați multi-valută",module,Amazon_Core
"Controls button and widget language. The default is your shop's locale. Available options can be found <a href=""https://payments.amazon.co.uk/developer/documentation/lpwa/201953980#ENTER_LANGUAGE_PARAMETER"">here</a>. Applies only to UK and DE Amazon Merchant Accounts.","Controlează limba butoanelor și a widget-urilor. Valoarea implicită este cea a locației magazinului dvs. Opțiunile disponibile pot fi găsite <a href=""https://payments.amazon.co.uk/developer/documentation/lpwa/201953980#ENTER_LANGUAGE_PARAMETER"">aici</a>. Se aplică numai pentru conturile Amazon Merchant UK și DE.",module,Amazon_Core
Sandbox,Sandbox,module,Amazon_Core
"Developer Options","Opțiuni pentru dezvoltatori",module,Amazon_Core
"Authorization Mode","Mod de autorizare",module,Amazon_Core
"Button Color","Culoare Buton",module,Amazon_Core
"Login with Amazon / Amazon Pay","Autentificare cu Amazon / Amazon Pay",module,Amazon_Core
"Show Amazon Pay button on product page","Afișați butonul Amazon Pay pe pagina produsului",module,Amazon_Core
"Data Polling via Cron Job","Sondaj de date prin Cron Job",module,Amazon_Core
"Address country handler %1 must be of type %2","Address country handler %1 trebuie să fie de tip %2",module,Amazon_Core
"Allowed IPs","IP-uri permise",module,Amazon_Core
"If you're experiencing consistent errors with transferring keys, click <a href=""%1"" target=""_blank"">Manual Transfer Instructions</a> to learn more.","Dacă întâmpinați erori consistente la transferul cheilor, faceți clic pe <a href=""%1"" target=""_blank"">Instrucțiuni manuale de transfer</a> pentru a afla mai multe.",module,Amazon_Core
"Authorization hard decline","Autorizare refuzată",module,Amazon_Core
"I've already setup Amazon Pay, I want to edit my settings","Am configurat deja Amazon Pay, vreau să-mi editez setările",module,Amazon_Core
"No logs are currently available.","În prezent, nu sunt disponibile jurnalele.",module,Amazon_Core
"Button Display Language","Limba de afișare a butoanelor",module,Amazon_Core
"<div class=""amazon-payment-logo""></div><div class=""amazon-payment-byline"">The convenient, trusted way to pay.<br/>Let your customers check out in just a few clicks or taps using the shipping and payment info already stored in their Amazon account.</div>","<div class=""amazon-payment-logo""></div><div class=""amazon-payment-byline"">Modul convenabil și de încredere de a plăti.<br/>Lasă-ți clienții tăi să facă plata în doar câteva clicuri sau atingeri folosind informațiile de expediere și de plată deja stocate în contul lor Amazon.</div>",module,Amazon_Core
Credentials,Legitimații,module,Amazon_Core
"Back to register or connect an account","Înapoi pentru a vă înregistra sau conecta un cont",module,Amazon_Core
"Light Gray","Gri deschis",module,Amazon_Core
"Get started with account registration","Începeți cu înregistrarea contului",module,Amazon_Core
"Amazon Pay","Amazon Pay",module,Amazon_Core
"Comma separated. The ""Login with Amazon"" and ""Amazon Pay"" buttons will <em>only</em> be rendered for clients having the above IPs.
                            If the field is empty, the buttons will be visible to all clients.","Separat prin virgulă. Butoanele ""Login with Amazon"" și ""Amazon Pay"" vor fi afișate <em>doar</em> pentru clienții care au IP-urile de mai sus.
                            În cazul în care câmpul este gol, butoanele vor fi vizibile pentru toți clienții.",module,Amazon_Core
"Module version","Versiunea modulului",module,Amazon_Core
"Secret Access Key","Cheie de acces secretă",module,Amazon_Core
"Charge on Order","Taxare la comanda",module,Amazon_Core
"Charge on Shipment","Taxa la livrare",module,Amazon_Core
"Invalid JSON credentials entered, please try again.","Au fost introduse acreditări JSON nevalide, încercați din nou.",module,Amazon_Core
"Show Amazon Pay in payment methods","Afișați Amazon Pay în metodele de plată",module,Amazon_Core
"Developer Logs","Jurnalele dezvoltatorilor",module,Amazon_Core
"Dark Gray","Gri închis",module,Amazon_Core
"United Kingdom","Regatul Unit",module,Amazon_Core
"Unable to import Amazon keys. Please verify your JSON format and values.","Nu se pot importa cheile Amazon. Verificați formatul și valorile dvs. JSON.",module,Amazon_Core
Logging,Înregistrare,module,Amazon_Core
"""In order to enable automatic account configuration using Amazon's secure key "" . 'exchange, please turn on secure admin pages in General > Web > Use secure URLs in Admin.'","""Pentru a activa configurarea automată a contului utilizând cheia securizată Amazon "" . 'exchange, vă rugăm să activați paginile de administrare securizate în General > Web > Use secure URLs in Admin.'",module,Amazon_Core
"Paste JSON credentials here","Lipiți acreditările JSON aici",module,Amazon_Core
"Allowed Javascript Origins","Origini Javascript permise",module,Amazon_Core
"With Amazon Pay and Login with Amazon, you can easily sign-in and use the shipping and payment information stored in your Amazon account to place an order on this shop. ","Cu Amazon Pay și Conectare cu Amazon, vă puteți conecta cu ușurință și utiliza informațiile de livrare și plată stocate în contul dvs. Amazon pentru a plasa o comandă în acest magazin.",module,Amazon_Login
"If you are not redirected automatically, try refreshing the page, or return to your cart and use another payment method.","Dacă nu sunteți redirecționat automat, încercați să reîmprospătați pagina sau reveniți la coș și utilizați o altă metodă de plată.",module,Amazon_Login
"A shop account for this email address already exists. Please enter your shop accounts password to log in without leaving the shop.","Există deja un cont de magazin pentru această adresă de e-mail. Vă rugăm să introduceți parola contului dvs. de magazin pentru a vă autentifica fără a părăsi magazinul.",module,Amazon_Login
"Displays Login with Amazon Pay option in Magento's account login popup.","Afișează opțiunea Conectare cu Amazon Pay în fereastra de conectare a contului Magento.",module,Amazon_Login
"You will be redirected shortly...","Veți fi redirecționat în curând...",module,Amazon_Login
"Login with Amazon","Conectați-vă cu Amazon",module,Amazon_Login
"Securely login into our website using your existing Amazon details.","Conectați-vă în siguranță la site-ul nostru folosind detaliile Amazon existente.",module,Amazon_Login
"Action is not available","Acțiunea nu este disponibilă",module,Amazon_Login
"Securely login into our website using your existing Amazon details.","Conectați-vă siguranța la site-ul nostru în detaliile Amazon existente.",module,Amazon_Login
"Show Login with Amazon in authentication popup","Afișați Conectarea cu Amazon în fereastra pop-up de autentificare",module,Amazon_Login
"Error processing Amazon Login","Eroare la procesarea autentificare Amazon",module,Amazon_Login
"Continue as Guest","Continuați ca invitat",module,Amazon_Login
"Could not save Amazon customer link: %1","Nu s-a putut salva link-ul clientului Amazon: %1",module,Amazon_Login
"Welcome back!","Bine ai revenit!",module,Amazon_Login
"the email address for your Amazon account is invalid","adresa de e-mail pentru contul dvs. Amazon este nevalidă",module,Amazon_Login
"Amazon could not process your request.","Amazon nu a putut procesa cererea dvs.",module,Amazon_Payment
"Processing Failure - unable to authorize transaction.","Eșec de procesare - nu se poate autoriza tranzacția.",module,Amazon_Payment
"Something went wrong during Gateway request.","Ceva a mers prost în timpul solicitării Gateway.",module,Amazon_Payment
"Unable to cancel the order or the Amazon Order ID is incorrect.","Nu se poate anula comanda sau ID-ul comenzii Amazon este incorect.",module,Amazon_Payment
"Billing Agreement object cannot be modified.","Obiectul Acordului de facturare nu poate fi modificat.",module,Amazon_Payment
"Captured amount of %1 online","Suma capturată de %1 online",module,Amazon_Payment
"There was an unknown error in the service.","A apărut o eroare necunoscută în serviciu.",module,Amazon_Payment
"Duplicate reference or payment amount already authorized.","Referință duplicat sau sumă de plată deja autorizată.",module,Amazon_Payment
"Capture declined","Captura a fost refuzată",module,Amazon_Payment
"Are you an Amazon customer? Pay now with address and payment details stored in your Amazon account.","Sunteți un client Amazon? Plătiți acum cu adresa și detaliile de plată stocate în contul dumneavoastră Amazon.",module,Amazon_Payment
"Amazon Pay refund successful.","Rambursarea Amazon Pay a reușit.",module,Amazon_Payment
"Could not find the ""multiline_count"" config of the ""street"" Customer address attribute.","Nu a putut găsi configurația ""multiline_count"" a ""street"" Adresa clientului.",module,Amazon_Payment
"IPN not enabled.","IPN nu este activat.",module,Amazon_Payment
"Invalid values passed in request.","Valori nevalide transmise în solicitare.",module,Amazon_Payment
"There has been a problem with the selected payment method on your Amazon account. Please choose another one.","A apărut o problemă cu metoda de plată selectată în contul tău Amazon. Vă rugăm să alegeți altul.",module,Amazon_Payment
"The refund amount or the Amazon Order ID is incorrect.","Suma rambursării sau ID-ul comenzii Amazon este incorectă.",module,Amazon_Payment
"Unable to authorize transaction.","Nu se poate autoriza tranzacția.",module,Amazon_Payment
"Valued customer","Client valoros",module,Amazon_Payment
"Invalid payment method - please select a different payment method.","Metodă de plată nevalidă - vă rugăm să selectați o altă metodă de plată.",module,Amazon_Payment
"Return to standard checkout","Reveniți la plata standard",module,Amazon_Payment
"No constraints detected.","Nu au fost detectate constrângeri.",module,Amazon_Payment
"Simulate Payment Scenarios","Simulați scenarii de plată",module,Amazon_Payment
"Capture not refundable.","Captura nu este rambursabilă.",module,Amazon_Payment
"The currency selected is not supported by Amazon Pay.","Moneda selectată nu este acceptată de Amazon Pay.",module,Amazon_Payment
"Kind regards","Salutări calde",module,Amazon_Payment
"Unable to confirm order reference.","Nu se poate confirma referința comenzii.",module,Amazon_Payment
"Email Address:","Adresa de e-mail:",module,Amazon_Payment
"Please go to <a href=""%amazonAccountUrl"">%amazonAccountUrl</a> and update the payment information for your order","Vă rugăm să accesați <a href=""%amazonAccountUrl"">%amazonAccountUrl</a> și să actualizați informațiile de plată pentru comanda dvs.",module,Amazon_Payment
"Declined amount of %1 online","Suma refuzată de %1 online",module,Amazon_Payment
"AmazonPaymentAdapter: Improperly formatted XML response, no response code available.","AmazonPaymentAdapter: răspuns XML formatat incorect, niciun cod de răspuns disponibil.",module,Amazon_Payment
"Authorized amount of %1 online","Suma autorizată de %1 online",module,Amazon_Payment
"Invalid operation for sandbox environment.","Operație nevalidă pentru mediul sandbox.",module,Amazon_Payment
"You have attempted to capture or close an authorization for an Authorization object that is in a state where a capture or close is not allowed.","Ați încercat să capturați sau să închideți o autorizație pentru un obiect Autorizare care se află într-o stare în care nu este permisă capturarea sau închiderea.",module,Amazon_Payment
"Failed to retrieve quote from checkoutSession","Nu s-a putut prelua cotația din checkoutSession",module,Amazon_Payment
"Unfortunately it is not possible to use Amazon Pay for this order, please choose another payment method.","Din păcate, nu este posibil să utilizați Amazon Pay pentru această comandă, vă rugăm să alegeți o altă metodă de plată.",module,Amazon_Payment
"Thank you very much for your order at %storeName","Vă mulțumim foarte mult pentru comanda dumneavoastră la %storeName",module,Amazon_Payment
"Amazon Pay was unable to authenticate the payment instrument.  Please try again, or use a different payment method.","Amazon Pay nu a putut autentifica instrumentul de plată. Vă rugăm să încercați din nou sau să utilizați o altă metodă de plată.",module,Amazon_Payment
"Request has an invalid signature.","Solicitarea are o semnătură nevalidă.",module,Amazon_Payment
"You have attempted to create more than the maximum allowed limit of one Order Reference object on a Billing Agreement object that is in the Draft State.","Ați încercat să creați mai mult decât limita maximă permisă pentru un obiect Referință comandă pe un obiect Acord de facturare care se află în starea de proiect.",module,Amazon_Payment
"Specified seller account is not authorized to execute this request.","Contul de vânzător specificat nu este autorizat să execute această solicitare.",module,Amazon_Payment
"If you created this account using Amazon Pay, you might not know your site password.","Dacă ați creat acest cont folosind Amazon Pay, este posibil să nu cunoașteți parola site-ului dvs.",module,Amazon_Payment
"Amazon Pay was not able to process your payment","Amazon Pay nu a putut să vă proceseze plata",module,Amazon_Payment
"Afterwards we will automatically request payment again from Amazon Pay and you will receive a confirmation email","Ulterior, vom solicita automat plata din nou de la Amazon Pay și veți primi un e-mail de confirmare",module,Amazon_Payment
"AmazonPaymentAdapter: Bad status - no capture details available.","AmazonPaymentAdapter: Stare greșită - nu sunt disponibile detalii de captură.",module,Amazon_Payment
"The service is temporarily unavailable. Please try again later.","Serviciul este temporar indisponibil. Vă rugăm să încercați din nou mai târziu.",module,Amazon_Payment
"Invalid transaction identifier.","Identificator de tranzacție nevalid.",module,Amazon_Payment
"Order reference ID is invalid.","ID-ul de referință al comenzii este nevalid.",module,Amazon_Payment
"the country for your address is not allowed for this store","țara pentru adresa dvs. nu este permisă pentru acest magazin",module,Amazon_Payment
"AmazonPaymentAdapter: Unable to capture pending information for capture.","AmazonPaymentAdapter: Nu se pot captura informații în așteptare pentru capturare.",module,Amazon_Payment
"Billing Agreement object cannot closed or canceled.","Obiectul Acordului de facturare nu poate fi închis sau anulat.",module,Amazon_Payment
"Buyer did not specify valid Amazon Wallet payment method.","Cumpărătorul nu a specificat o metodă de plată Amazon Wallet validă.",module,Amazon_Payment
"Your Amazon session has expired.  Please sign in again by clicking the Amazon Pay Button.","Sesiunea dvs. Amazon a expirat. Vă rugăm să vă conectați din nou făcând clic pe butonul Amazon Pay.",module,Amazon_Payment
"Unfortunately Amazon Pay declined the payment for your order in our online shop %storeName. Please contact us.","Din păcate, Amazon Pay a refuzat plata pentru comanda dumneavoastră în magazinul nostru online %storeName. Vă rugăm să ne contactați.",module,Amazon_Payment
"Request a password to change your account password.","Solicitați o parolă pentru a vă schimba parola contului.",module,Amazon_Payment
"Number of authorizations, captures or refunds has exceeded allowed limits.","Numărul de autorizații, capturi sau rambursări a depășit limitele permise.",module,Amazon_Payment
"Request rejected because request rate is higher than allocated throttling limits.","Solicitare a fost respinsă deoarece rata de solicitare este mai mare decât limitele de limitare alocate.",module,Amazon_Payment
"The SCA challenge was not completed successfully.  Please try again, or use a different payment method.","Provocarea SCA nu a fost finalizată cu succes. Vă rugăm să încercați din nou sau să utilizați o altă metodă de plată.",module,Amazon_Payment
"VoidClient - Unable to Close/Cancel order - bad status response.","VoidClient - Nu se poate închide/anula comanda - răspuns de stare rău.",module,Amazon_Payment
"Your session has expired, please reload the page and try again.","Sesiunea dvs. a expirat, vă rugăm să reîncărcați pagina și încercați din nou.",module,Amazon_Payment
"Order Reference submitted in this request has constraints and cannot be confirmed.","Referința de comandă trimisă în această solicitare are constrângeri și nu poate fi confirmată.",module,Amazon_Payment
"Successfully cancelled Amazon Pay.","Amazon Pay a fost anulat.",module,Amazon_Payment
"You have attempted to call an operation on an Order Reference object that is in a state where that operation is not allowed.","Ați încercat să apelați o operație pe un obiect de referință de comandă care se află într-o stare în care acea operație nu este permisă.",module,Amazon_Payment
"The currency selected is not supported by Amazon Pay","Moneda selectată nu este acceptată de Amazon Pay",module,Amazon_Payment
"Capture declined for Order #%1","Captură refuzată pentru comanda #%1",module,Amazon_Payment
"Configure Chat Teams","Configurați echipe de chat",module,Dotdigitalgroup_Chat
"Configure Chat Widget","Configurați widgetul de chat",module,Dotdigitalgroup_Chat
"Error fetching customer or scope data for Chat","Eroare la preluarea datelor despre clienți sau domeniul de aplicare pentru Chat",module,Dotdigitalgroup_Chat
"Chat Settings","Setări chat",module,Dotdigitalgroup_Chat
"Your API credentials are not set. Please make sure that you have a valid Engagement Cloud account.","Acreditările dvs. API nu sunt setate. Asigurați-vă că aveți un cont Engagement Cloud valid.",module,Dotdigitalgroup_Chat
"There was a problem creating your chat account","A apărut o problemă la crearea contului dvs. de chat",module,Dotdigitalgroup_Chat
"Create Address Book","Creați agendă de adrese",module,Dotdigitalgroup_Email
"Product Attributes","Atributele produs",module,Dotdigitalgroup_Email
"Last Order ID","ID ultima comandă",module,Dotdigitalgroup_Email
"Customer Order","Comanda clientului",module,Dotdigitalgroup_Email
"Invoice Update Guest","Actualizarea facturii Invitat",module,Dotdigitalgroup_Email
"Event Name","Numele evenimentului",module,Dotdigitalgroup_Email
"Enter the custom domain for authorization. Make sure that base URL ends with '/' (slash), e.g. http://yourdomain/magento/","Introduceți domeniul personalizat pentru autorizare. Asigurați-vă că URL-ul de bază se termină cu '/' (slash), de exemplu http://yourdomain/magento/",module,Dotdigitalgroup_Email
"Data field successfully created.","Câmp de date creat cu succes.",module,Dotdigitalgroup_Email
"60 Minutes","60 de minute",module,Dotdigitalgroup_Email
"New Account","Cont nou",module,Dotdigitalgroup_Email
"Email Imported","E-mail importat",module,Dotdigitalgroup_Email
"Delivery Company","Companie de livrări",module,Dotdigitalgroup_Email
"Order Sync","Sincronizarea comenzii",module,Dotdigitalgroup_Email
"The name of the sync to run","Numele sincronizării de rulat",module,Dotdigitalgroup_Email
Style,Stil,module,Dotdigitalgroup_Email
"Updated Date","data actualizata",module,Dotdigitalgroup_Email
"Data fields calculation with status","Calcul câmpuri de date cu stare",module,Dotdigitalgroup_Email
"Coupon Codes URL","Adresa URL a codurilor promoționale",module,Dotdigitalgroup_Email
"Quote Updated At","Citat actualizat la",module,Dotdigitalgroup_Email
"Import Mode","Modul Import",module,Dotdigitalgroup_Email
"If different from above, provide the text that is displayed on your registration and checkout form to get consent from your customers and guests. If provided, this text will also be displayed in the customer's newsletter subscription page.","Dacă este diferit de cel de mai sus, furnizați textul care este afișat în formularul de înregistrare și de plată pentru a obține consimțământul clienților și oaspeților dvs. Dacă este furnizat, acest text va fi afișat și în pagina de abonare la newsletter a clientului.",module,Dotdigitalgroup_Email
"Catalog Visibility","Vizibilitatea catalogului",module,Dotdigitalgroup_Email
Locked.,Blocat.,module,Dotdigitalgroup_Email
"dotdigital Engagement Cloud Dashboard","Tabloul de bord dotdigital Engagement Cloud",module,Dotdigitalgroup_Email
"Campaign to Send","Campanie de trimis",module,Dotdigitalgroup_Email
"ROI Tracking","Urmărirea rentabilității investiției",module,Dotdigitalgroup_Email
"Feefo Feedback","Feefo Feedback",module,Dotdigitalgroup_Email
"Remove /pub directory from URLs","Eliminați directorul /pub din URL-uri",module,Dotdigitalgroup_Email
"Run syncs to populate email_ tables before importing to Engagement Cloud","Rulați sincronizări pentru a popula tabelele email_ înainte de a le importa în Engagement Cloud",module,Dotdigitalgroup_Email
"Send At","Trimite la",module,Dotdigitalgroup_Email
"Customer Id","Număr de înregistrare client",module,Dotdigitalgroup_Email
"Data Field Type","Tip câmp de date",module,Dotdigitalgroup_Email
"Campaign Id","Id. campanie",module,Dotdigitalgroup_Email
"Most Purchased Category","Categoria cea mai cumpărată",module,Dotdigitalgroup_Email
"Data Fields To Show","Câmpuri de date de afișat",module,Dotdigitalgroup_Email
"Remind Password","Amintește-ți parola",module,Dotdigitalgroup_Email
"Guests Email Series","Seria de e-mailuri pentru oaspeți",module,Dotdigitalgroup_Email
"Client Secret Key","Cheia secretă a clientului",module,Dotdigitalgroup_Email
"Review Sync","Examinați sincronizarea",module,Dotdigitalgroup_Email
"Other Text (Will Apply To Other Remaining Text)","Alt text (se va aplica la alte texte rămase)",module,Dotdigitalgroup_Email
"Checkout Method","Metoda de checkout",module,Dotdigitalgroup_Email
"%1 h","%1 h",module,Dotdigitalgroup_Email
"Show Addressbooks to Customer","Afișați agendele clientului",module,Dotdigitalgroup_Email
"Campaign Report","Raport de campanie",module,Dotdigitalgroup_Email
"Send Id","Trimiteți Id",module,Dotdigitalgroup_Email
"Abandoned Cart Limit","Limita coșului abandonat",module,Dotdigitalgroup_Email
"View Now","Vezi acum",module,Dotdigitalgroup_Email
"Product Link","Link produs",module,Dotdigitalgroup_Email
"Secure code for dynamic URLs","Cod securizat pentru adrese URL dinamice",module,Dotdigitalgroup_Email
"This is what you provided Feefo during account setup and is usually your website domain name.","Acesta este ceea ce ați furnizat Feefo în timpul configurării contului și este de obicei numele domeniului site-ului dvs.",module,Dotdigitalgroup_Email
"Enable this if you have a checkout process that allows the visitor to
                            enter their email address during the checkout, but it does not update quote table instantly.","Activați această opțiune dacă aveți un proces de plată care permite vizitatorului să
                            introduceți adresa lor de e-mail în timpul procesului de plată, dar nu se actualizează instantaneu tabelul de cotații.",module,Dotdigitalgroup_Email
"Run Contact Sync","Rulați Contact Sync",module,Dotdigitalgroup_Email
"Consent text provided to your subscribers above the newsletter signup form","Textul de consimțământ oferit abonaților dvs. deasupra formularului de înscriere la newsletter",module,Dotdigitalgroup_Email
"Customer ID","Număr de înregistrare client",module,Dotdigitalgroup_Email
"Finished At","Terminat la",module,Dotdigitalgroup_Email
